locality,Family,Genus,morphotype id,petiole width,leaf area,pw^2/a,,
Lost Creek,Betulaceae,Alnus,Alnus heterodonta,0.067381,3.328608,0.001363993,,
Lost Creek,Cercidiphyllaceae,Cercidiphyllum,Cercidiphyllum crenatum,0.107735,14.307635,0.000811233,,
Lost Creek,Lauraceae,Cinnamomophyllum,Cinnamomophyllum bendirei,0.129446,6.538522,0.002562699,,
Lost Creek,Lauraceae,Cinnamomophyllum,Cinnamomophyllum bendirei,0.118963,5.506364,0.002570153,,
Lost Creek,Myricaceae,Comptonia,Comptonia columbiana,0.075462,1.745628,0.003262157,,
Lost Creek,Myricaceae,Comptonia,Comptonia columbiana,0.081185,5.121491,0.001286931,,
Lost Creek,Rhamnaceae,Hovenia,Hovenia oregonensis,0.120926,50.385126,0.000290226,,
Lost Creek,Betulaceae,Paracarpinus,Paracarpinus chaneyi,0.098646,17.700264,0.000549768,,
Lost Creek,Fagaceae,Quercus,Quercus berryi,0.075282,2.897323,0.001956074,,
Painted Hills,Sapindaceae,Acer,Acer osmonti,0.132866,43.956174,0.000401613,,
Painted Hills,Betulaceae,Alnus,Alnus heterodonta,0.106406,12.193307,0.000928562,,
Painted Hills,Betulaceae,Alnus,Alnus heterodonta,0.125865,29.111655,0.000544181,,
Painted Hills,Betulaceae,Alnus,Alnus heterodonta,0.124295,27.609424,0.000559564,,
Painted Hills,Betulaceae,Alnus,Alnus heterodonta,0.092808,13.896164,0.000619835,,
Painted Hills,Betulaceae,Alnus,Alnus heterodonta,0.081771,13.911185,0.000480656,,
Painted Hills,Betulaceae,Alnus,Alnus heterodonta,0.062163,4.408291,0.000876584,,
Painted Hills,Betulaceae,Alnus,Alnus heterodonta,0.162877,13.03807,0.002034727,,
Painted Hills,Betulaceae,Alnus,Alnus heterodonta,0.084433,19.506169,0.000365471,,
Painted Hills,Betulaceae,Alnus,Alnus heterodonta,0.120387,11.822164,0.00122592,,
Painted Hills,Betulaceae,Alnus,Alnus heterodonta,0.065041,9.059621,0.000466944,,
Painted Hills,Betulaceae,Alnus,Alnus heterodonta,0.110728,10.703095,0.001145528,,
Painted Hills,Betulaceae,Alnus,Alnus heterodonta,0.167988,16.317901,0.001729387,,
Painted Hills,Betulaceae,Alnus,Alnus heterodonta,0.151987,20.62235,0.001120146,,
Painted Hills,Betulaceae,Alnus,Alnus heterodonta,0.09371,16.499976,0.000532217,,
Painted Hills,Betulaceae,Alnus,Alnus heterodonta,0.091927,6.555452,0.001289091,,
Painted Hills,Betulaceae,Alnus,Alnus heterodonta,0.103884,9.402513,0.001147766,,
Painted Hills,Betulaceae,Alnus,Alnus heterodonta,0.109324,8.820316,0.001355024,,
Painted Hills,Betulaceae,Alnus,Alnus heterodonta,0.129133,9.213142,0.001809951,,
Painted Hills,Betulaceae,Alnus,Alnus heterodonta,0.094042,6.436296,0.001374066,,
Painted Hills,Betulaceae,Alnus,Alnus newberryi,0.097065,14.351957,0.000656469,,
Painted Hills,Betulaceae,Alnus,Alnus newberryi,0.106308,19.678284,0.000574308,,
Painted Hills,Betulaceae,Alnus,Alnus newberryi,0.08754,8.706682,0.000880158,,
Painted Hills,Betulaceae,Alnus,Alnus newberryi,0.101697,14.76908,0.000700266,,
Painted Hills,Betulaceae,Alnus,Alnus newberryi,0.124274,11.296127,0.001367197,,
Painted Hills,Betulaceae,Alnus,Alnus newberryi,0.095441,8.476352,0.001074635,,
Painted Hills,Betulaceae,Betula,Betula angustifolia,0.125094,22.912597,0.000682965,,
Painted Hills,Betulaceae,Betula,Betula angustifolia,0.093169,22.585424,0.000384339,,
Painted Hills,Betulaceae,Betula,Betula angustifolia,0.119495,30.744227,0.000464447,,
Painted Hills,Betulaceae,Betula,Betula angustifolia,0.088607,29.860567,0.000262929,,
Painted Hills,Betulaceae,Betula,Betula angustifolia,0.092998,21.556707,0.000401204,,
Painted Hills,Betulaceae,Betula,Betula angustifolia,0.076953,6.614088,0.000895326,,
Painted Hills,Betulaceae,Betula,Betula angustifolia,0.084362,13.986266,0.000508853,,
Painted Hills,Betulaceae,Betula,Betula angustifolia,0.093466,33.3995,0.000261558,,
Painted Hills,Betulaceae,Betula,Betula angustifolia,0.083054,14.983936,0.000460357,,
Painted Hills,Betulaceae,Betula,Betula angustifolia,0.088563,15.296465,0.000512759,,
Painted Hills,Betulaceae,Betula,Betula angustifolia,0.10112,20.605757,0.000496233,,
Painted Hills,Cercidiphyllaceae,Cercidiphyllum,Cercidiphyllum crenatum,0.221084,24.849361,0.001966978,,
Painted Hills,Lauraceae,Cinnamomophyllum,Cinnamomophyllum bendirei,0.090663,12.983554,0.000633092,,
Painted Hills,Lauraceae,Cinnamomophyllum,Cinnamomophyllum bendirei,0.088657,12.614929,0.000623076,,
Painted Hills,Lauraceae,Cinnamomophyllum,Cinnamomophyllum bendirei,0.059978,7.986626,0.000450423,,
Painted Hills,Lauraceae,Cinnamomophyllum,Cinnamomophyllum bendirei,0.054033,7.511803,0.000388664,,
Painted Hills,Lauraceae,Cinnamomophyllum,Cinnamomophyllum bendirei,0.07431,10.059053,0.000548956,,
Painted Hills,Cornaceae,Cornus,Cornus sp,0.078089,6.032711,0.001010805,,
Painted Hills,Rosaceae,Crataegus,Crataegus merriami,0.050753,2.845597,0.000905211,,
Painted Hills,Rosaceae,Crataegus,Crataegus merriami,0.07186,4.752812,0.001086485,,
Painted Hills,Rosaceae,Crataegus,Crataegus merriami,0.063376,3.677174,0.001092284,,
Painted Hills,,,Dicot sp 11,0.091495,26.896671,0.000311241,,
Painted Hills,Fabaceae,,Leguminosae sp,0.0844,7.758194,0.000918172,,
Painted Hills,Hamamelidaceae,Liquidambar,Liquidambar sp,0.170449,85.451914,0.000339991,,
Painted Hills,Tiliaceae,Plafkeria,Plafkeria obliquifolia,0.168063,58.623319,0.000481808,,
Painted Hills,Tiliaceae,Plafkeria,Plafkeria obliquifolia,0.137768,10.795816,0.001758091,,
Painted Hills,Platanaceae,Platanus,Platanus condonii,0.187386,92.139522,0.000381091,,
Painted Hills,Platanaceae,Platanus,Platanus condonii,0.335588,341.417674,0.000329858,,
Painted Hills,Fagaceae,Quercus,Quercus berryi,0.142366,18.395242,0.001101811,,
Painted Hills,Fagaceae,Quercus,Quercus berryi,0.074232,7.569865,0.000727938,,
Painted Hills,Fagaceae,Quercus,Quercus berryi,0.097213,4.901588,0.001928022,,
Painted Hills,Fagaceae,Quercus,Quercus consimilis,0.077502,4.919673,0.001220927,,
Painted Hills,Fagaceae,Quercus,Quercus consimilis,0.095718,16.847398,0.000543819,,
Painted Hills,Fagaceae,Quercus,Quercus consimilis,0.091306,12.983766,0.000642093,,
Painted Hills,Fagaceae,Quercus,Quercus consimilis,0.1094,27.836049,0.000429959,,
Painted Hills,Fagaceae,Quercus,Quercus consimilis,0.073178,7.505762,0.000713455,,
Painted Hills,Fagaceae,Quercus,Quercus consimilis,0.106323,17.653388,0.000640363,,
Painted Hills,Fagaceae,Quercus,Quercus consimilis,0.084241,6.978954,0.00101685,,
Painted Hills,Fagaceae,Quercus,Quercus consimilis,0.101951,26.159908,0.000397326,,
Painted Hills,Fagaceae,Quercus,Quercus consimilis,0.089419,11.706441,0.000683022,,
Painted Hills,Fagaceae,Quercus,Quercus consimilis,0.123634,5.797607,0.002636496,,
Painted Hills,Fagaceae,Quercus,Quercus consimilis,0.087303,5.578664,0.001366244,,
Painted Hills,Fagaceae,Quercus,Quercus consimilis,0.066419,10.094927,0.000437,,
Painted Hills,Fagaceae,Quercus,Quercus consimilis,0.076063,4.69928,0.001231163,,
Painted Hills,Fagaceae,Quercus,Quercus consimilis,0.067075,6.200467,0.000725599,,
Painted Hills,Fagaceae,Quercus,Quercus consimilis,0.092284,14.347052,0.000593595,,
Painted Hills,Fagaceae,Quercus,Quercus consimilis,0.100244,7.906823,0.00127091,,
Painted Hills,Fagaceae,Quercus,Quercus consimilis,0.102433,10.421664,0.001006799,,
Painted Hills,Fagaceae,Quercus,Quercus consimilis,0.086883,10.095369,0.000747734,,
Painted Hills,Fagaceae,Quercus,Quercus consimilis,0.105117,12.928472,0.000854671,,
Painted Hills,Fagaceae,Quercus,Quercus consimilis,0.098349,6.79701,0.001423056,,
Painted Hills,Fagaceae,Quercus,Quercus consimilis,0.075462,15.130938,0.000376349,,
Painted Hills,Fagaceae,Quercus,Quercus consimilis,0.092434,4.898469,0.001744228,,
Painted Hills,Fagaceae,Quercus,Quercus consimilis,0.116679,11.058021,0.001231142,,
Painted Hills,Tiliaceae,Tilia,Tilia aspera,0.102108,202.762986,5.14E-05,,
Painted Hills,Ulmaceae,Ulmus,Ulmus sp 1,0.066393,1.836905,0.002399705,,
Painted Hills,Ulmaceae,Ulmus,Ulmus sp 1,0.049241,1.937447,0.00125148,,
Painted Hills,Ulmaceae,Ulmus,Ulmus sp 1,0.071134,10.939105,0.000462565,,
Painted Hills,Ulmaceae,Ulmus,Ulmus sp 1,0.081273,3.806442,0.001735295,,
Painted Hills,Ulmaceae,Ulmus,Ulmus sp 1,0.060136,4.716819,0.00076669,,
Painted Hills,Ulmaceae,Ulmus,Ulmus sp 1,0.054277,4.405985,0.000668634,,
Painted Hills,Ulmaceae,Ulmus,Ulmus sp 1,0.048243,3.971529,0.000586018,,
Painted Hills,Ulmaceae,Ulmus,Ulmus sp 1,0.05088,3.633344,0.000712505,,
Painted Hills,Ulmaceae,Ulmus,Ulmus sp 1,0.071613,8.412064,0.000609651,,
Painted Hills,Ulmaceae,Ulmus,Ulmus speciosa,0.150593,13.788052,0.001644776,,
Painted Hills,Ulmaceae,Ulmus,Ulmus speciosa,0.07562,19.627405,0.000291347,,
Painted Hills,Ulmaceae,Ulmus,Ulmus speciosa,0.11888,13.826653,0.001022117,,
Painted Hills,Ulmaceae,Ulmus,Ulmus speciosa,0.079209,13.518152,0.000464122,,
Painted Hills,Ulmaceae,Ulmus,Ulmus speciosa,0.182585,18.068252,0.001845075,,
Painted Hills,Ulmaceae,Ulmus,Ulmus speciosa,0.105829,19.621942,0.000570778,,
Painted Hills,Ulmaceae,Ulmus,Ulmus speciosa,0.144068,27.302015,0.000760222,,
Painted Hills,Ulmaceae,Ulmus,Ulmus speciosa,0.228538,36.391127,0.001435229,,
Painted Hills,Ulmaceae,Ulmus,Ulmus speciosa,0.096086,23.285542,0.000396491,,
Painted Hills,Ulmaceae,Ulmus,Ulmus speciosa,0.110218,57.441728,0.000211484,,
Painted Hills,Ulmaceae,Ulmus,Ulmus sp 1,0.07563,4.545038,0.001258493,,
Twickenham,Rosaceae,Amelanchier,Amelanchier twickenhamensis,0.104958,39.202086,0.00028101,,
Twickenham,Rosaceae,Amelanchier,Amelanchier twickenhamensis,0.12962,20.6911,0.000812008,,
Twickenham,Ulmaceae,Ulmus,Ulmus chaneyi,0.259208,27.894258,0.002408696,,
Twickenham,Ulmaceae,Ulmus,Ulmus sp 1,0.096232,7.066097,0.001310568,,
Twickenham,Ulmaceae,Ulmus,Ulmus sp 1,0.095279,6.685368,0.001357904,,
Twickenham,Ulmaceae,Ulmus,Ulmus speciosa,0.15094,16.997763,0.001340346,,
Twickenham,Ulmaceae,Ulmus,Ulmus speciosa,0.120017,14.911871,0.000965947,,
Florissant,Anacardiaceae,,"""Astronium"" truncatum",0.088552,4.344018,0.001805116,,
Florissant,Anacardiaceae,,"""Astronium"" truncatum",0.128145,4.59723,0.003571964,,
Florissant,Anacardiaceae,,"""Astronium"" truncatum",0.156712,6.566437,0.003740027,,
Florissant,Anacardiaceae,,"""Astronium"" truncatum",0.072049,2.427716,0.002138248,,
Florissant,,,"""Populates"" heeri",0.057827,4.612724,0.000724943,,
Florissant,Platanaceae,,"""Sterculia"" rigida",0.116977,8.477272,0.001614154,,
Florissant,Sapindaceae,Acer,Acer florissantii,0.076652,12.404195,0.000473673,,
Florissant,Sapindaceae,Acer,Acer florissantii,0.161542,31.555495,0.000826982,,
Florissant,Sapindaceae,Acer,Acer florissantii,0.112108,14.604832,0.000860551,,
Florissant,Sapindaceae,Acer,Acer florissantii,0.121026,16.516306,0.000886838,,
Florissant,,,Althyana haydenii,0.046462,0.93311,0.002313465,,
Florissant,,,Althyana haydenii,0.043019,1.331869,0.001389502,,
Florissant,,,Althyana haydenii,0.040061,1.665465,0.000963625,,
Florissant,,,Althyana haydenii,0.039614,2.377362,0.000660088,,
Florissant,,,Althyana haydenii,0.033267,1.34944,0.000820113,,
Florissant,,,Althyana haydenii,0.047891,1.141086,0.002009969,,
Florissant,,,Althyana haydenii,0.030329,0.874521,0.001051831,,
Florissant,,,Althyana haydenii,0.056923,1.023319,0.003166391,,
Florissant,,,Althyana haydenii,0.07056,1.44497,0.003445548,,
Florissant,,,Althyana haydenii,0.077723,1.036743,0.005826772,,
Florissant,,,Althyana haydenii,0.104013,1.342788,0.008056897,,
Florissant,,,Althyana haydenii,0.100113,2.484352,0.004034297,,
Florissant,,,Althyana haydenii,0.074917,2.623883,0.002139027,,
Florissant,,,Althyana haydenii,0.081584,2.113384,0.003149427,,
Florissant,,,Althyana haydenii,0.052627,1.33569,0.002073536,,
Florissant,Rosaceae,Amelanchier,Amelanchier scudderi,0.110119,2.905713,0.004173225,,
Florissant,Rosaceae,Amelanchier,Amelanchier scudderi,0.037225,0.695962,0.001991058,,
Florissant,Rosaceae,Amelanchier,Amelanchier scudderi,0.139626,5.708752,0.003415006,,
Florissant,Rosaceae,Amelanchier,Amelanchier scudderi,0.100615,6.676695,0.001516226,,
Florissant,Rosaceae,Amelanchier,Amelanchier ,0.082278,1.234894,0.005481984,,
Florissant,Rosaceae,Amelanchier,Amelanchier ,0.042144,2.599215,0.000683328,,
Florissant,,,Aristolochia mortua,0.107658,18.830668,0.000615498,,
Florissant,Anacardiaceae,,Astronium truncatum,0.065551,1.589851,0.002702727,,
Florissant,,,Bursera serrulata,0.106843,7.143988,0.001597907,,
Florissant,,,Bursera serrulata,0.13544,6.910674,0.002654443,,
Florissant,,,Bursera serrulata,0.084898,14.420722,0.000499813,,
Florissant,,,Bursera serrulata,0.120679,4.526582,0.003217311,,
Florissant,,,Bursera serrulata,0.104656,7.088191,0.001545229,,
Florissant,Fabaceae,Caesalpinites,Caesalpinites coloradicus,0.033475,0.597739,0.001874691,,
Florissant,Fabaceae,Caesalpinites,Caesalpinites coloradicus,0.054888,0.986411,0.003054196,,
Florissant,Fabaceae,Caesalpinites,Caesalpinites coloradicus,0.063029,0.424604,0.009356141,,
Florissant,Sapindaceae,Cardiospermum,Cardiospermum terminalis,0.069827,4.273387,0.001140971,,
Florissant,Sapindaceae,Cardiospermum,Cardiospermum terminalis,0.027184,2.216359,0.000333416,,
Florissant,Juglandaceae,Carya,Carya libbeyi,0.045062,1.222442,0.001661088,,
Florissant,Juglandaceae,Carya,Carya libbeyi,0.06028,1.165034,0.003118946,,
Florissant,Juglandaceae,Carya,Carya libbeyi,0.048484,2.272625,0.001034354,,
Florissant,Juglandaceae,Carya,Carya libbeyi,0.048593,2.826886,0.000835294,,
Florissant,Juglandaceae,Carya,Carya libbeyi,0.064063,9.402204,0.000436501,,
Florissant,Juglandaceae,Carya,Carya libbeyi,0.087334,20.740812,0.00036774,,
Florissant,Fagaceae,,Castanea dolichophylla,0.149043,15.566711,0.001427008,,
Florissant,Meliaceae,Cedrela,Cedrela lancifolia,0.076976,1.497525,0.003956732,,
Florissant,Meliaceae,Cedrela,Cedrela lancifolia,0.145746,12.490142,0.001700693,,
Florissant,Meliaceae,Cedrela,Cedrela lancifolia,0.103812,11.750968,0.00091711,,
Florissant,Meliaceae,Cedrela,Cedrela lancifolia,0.088854,4.135013,0.001909313,,
Florissant,Meliaceae,Cedrela,Cedrela lancifolia,0.105514,12.575434,0.000885314,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.036932,0.379712,0.003592124,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.059012,1.276865,0.002727317,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.073749,3.011243,0.001806203,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.086094,1.958312,0.003784983,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.084556,2.570943,0.002780971,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.07315,2.27991,0.002346988,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.076102,1.512394,0.003829369,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.057181,0.775493,0.004216243,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.090206,2.734741,0.002975464,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.052858,0.49516,0.005642556,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.106599,3.842444,0.002957323,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.072718,1.873999,0.002821724,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.073121,1.576242,0.003392043,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.078002,1.282585,0.004743789,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.048803,1.150971,0.002069325,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.051875,0.755264,0.003563013,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.088751,3.813159,0.002065673,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.0743,2.845291,0.00194022,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.059221,1.681441,0.002085786,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.050841,1.421338,0.001818573,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.075471,2.955276,0.001927357,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.069205,1.137482,0.004210468,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.118184,5.090277,0.002743948,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.075021,2.010894,0.00279883,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.077934,1.634321,0.00371635,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.080669,2.840234,0.00229118,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.118584,4.93875,0.002847313,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.11857,4.482841,0.003136146,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.1137,3.870915,0.003339699,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.114342,4.631456,0.00282289,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.102758,2.930278,0.003603483,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.076564,1.709564,0.003428971,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.051339,0.836901,0.003149349,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.078079,0.837524,0.007278992,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.086313,2.831659,0.002630943,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.087318,4.095241,0.001861779,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.076689,2.196124,0.002677992,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.096604,3.120302,0.002990843,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.111037,5.418625,0.00227534,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.056915,0.853164,0.003796828,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.034975,0.291964,0.004189731,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.082138,2.190104,0.003080516,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.043409,0.426431,0.004418866,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.10792,4.760633,0.002446466,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.072913,3.633655,0.001463074,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.081628,1.330378,0.005008449,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.097586,4.405515,0.002161615,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.064004,1.384897,0.00295799,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.076542,0.885744,0.006614414,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.066414,1.931385,0.00228376,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.088266,2.621006,0.00297248,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.094933,2.142146,0.004207124,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.070246,2.39274,0.00206228,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.106539,2.263136,0.005015412,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.05809,0.949659,0.003553326,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.072271,0.910339,0.00573753,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.116916,5.269935,0.002593837,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.055699,0.92176,0.003365712,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.079588,1.806613,0.003506146,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.083114,1.509427,0.004576529,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.065017,2.052582,0.00205946,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.097078,1.429264,0.0065937,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.084121,2.300287,0.003076287,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.042178,1.143057,0.001556339,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.037762,0.986888,0.001444914,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.068366,1.936448,0.002413651,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.072546,1.0658,0.004938002,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.11509,4.46594,0.00296594,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.062954,2.043457,0.001939461,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.043558,0.7949,0.00238684,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.055111,1.615923,0.001879559,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.087056,2.076846,0.003649162,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.05855,0.475435,0.007210455,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.041684,0.615977,0.002820813,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.087719,2.898982,0.00265425,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.091324,2.351347,0.003546934,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.068625,2.050804,0.002296363,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.059834,0.627063,0.005709327,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.061164,0.630919,0.005929501,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.038282,0.460017,0.003185777,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.07606,2.265557,0.002553511,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.05427,0.349251,0.008432998,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.06406,1.86501,0.002200355,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.056958,1.907802,0.001700498,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.097803,4.222274,0.002265468,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.062316,1.570204,0.002473108,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.064625,1.53533,0.002720191,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.075351,1.239448,0.004580889,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.075328,1.325035,0.004282383,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.097496,8.34615,0.001138905,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.088928,2.016641,0.003921466,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.058488,0.685172,0.004992682,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.086529,1.863664,0.004017499,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.063495,1.866584,0.002159889,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.097017,4.338829,0.002169318,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.087989,1.743617,0.004440232,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.091779,1.678242,0.005019172,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.059215,1.26355,0.002775051,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.066638,1.428702,0.003108152,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.080749,1.240509,0.00525623,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.074502,1.583538,0.003505156,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.112465,4.503337,0.002808667,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.081481,1.707363,0.003888542,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.071698,0.884058,0.00581478,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.093034,2.717073,0.003185533,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.068407,1.500643,0.003118342,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.063669,0.745408,0.005438286,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.088882,2.181688,0.003621054,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.099685,2.301936,0.004316844,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.09183,1.710067,0.004931239,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.099389,3.530064,0.002798299,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.094445,4.098463,0.002176391,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.053214,2.460892,0.001150692,,
Florissant,Ulmaceae,Cedrelospermum,Cedrelospermum lineatum,0.105642,3.658907,0.003050155,,
